,DPCP_AA_Rise (RNA),DPCP_AC_Rise (RNA),DPCP_AG_Rise (RNA),DPCP_AT_Rise (RNA),DPCP_CA_Rise (RNA),DPCP_CC_Rise (RNA),DPCP_CG_Rise (RNA),DPCP_CT_Rise (RNA),DPCP_GA_Rise (RNA),DPCP_GC_Rise (RNA),DPCP_GG_Rise (RNA),DPCP_GT_Rise (RNA),DPCP_TA_Rise (RNA),DPCP_TC_Rise (RNA),DPCP_TG_Rise (RNA),DPCP_TT_Rise (RNA),DPCP_AA_Roll (RNA),DPCP_AC_Roll (RNA),DPCP_AG_Roll (RNA),DPCP_AT_Roll (RNA),DPCP_CA_Roll (RNA),DPCP_CC_Roll (RNA),DPCP_CG_Roll (RNA),DPCP_CT_Roll (RNA),DPCP_GA_Roll (RNA),DPCP_GC_Roll (RNA),DPCP_GG_Roll (RNA),DPCP_GT_Roll (RNA),DPCP_TA_Roll (RNA),DPCP_TC_Roll (RNA),DPCP_TG_Roll (RNA),DPCP_TT_Roll (RNA),DPCP_AA_Shift (RNA),DPCP_AC_Shift (RNA),DPCP_AG_Shift (RNA),DPCP_AT_Shift (RNA),DPCP_CA_Shift (RNA),DPCP_CC_Shift (RNA),DPCP_CG_Shift (RNA),DPCP_CT_Shift (RNA),DPCP_GA_Shift (RNA),DPCP_GC_Shift (RNA),DPCP_GG_Shift (RNA),DPCP_GT_Shift (RNA),DPCP_TA_Shift (RNA),DPCP_TC_Shift (RNA),DPCP_TG_Shift (RNA),DPCP_TT_Shift (RNA),DPCP_AA_Slide (RNA),DPCP_AC_Slide (RNA),DPCP_AG_Slide (RNA),DPCP_AT_Slide (RNA),DPCP_CA_Slide (RNA),DPCP_CC_Slide (RNA),DPCP_CG_Slide (RNA),DPCP_CT_Slide (RNA),DPCP_GA_Slide (RNA),DPCP_GC_Slide (RNA),DPCP_GG_Slide (RNA),DPCP_GT_Slide (RNA),DPCP_TA_Slide (RNA),DPCP_TC_Slide (RNA),DPCP_TG_Slide (RNA),DPCP_TT_Slide (RNA),DPCP_AA_Tilt (RNA),DPCP_AC_Tilt (RNA),DPCP_AG_Tilt (RNA),DPCP_AT_Tilt (RNA),DPCP_CA_Tilt (RNA),DPCP_CC_Tilt (RNA),DPCP_CG_Tilt (RNA),DPCP_CT_Tilt (RNA),DPCP_GA_Tilt (RNA),DPCP_GC_Tilt (RNA),DPCP_GG_Tilt (RNA),DPCP_GT_Tilt (RNA),DPCP_TA_Tilt (RNA),DPCP_TC_Tilt (RNA),DPCP_TG_Tilt (RNA),DPCP_TT_Tilt (RNA),DPCP_AA_Twist (RNA),DPCP_AC_Twist (RNA),DPCP_AG_Twist (RNA),DPCP_AT_Twist (RNA),DPCP_CA_Twist (RNA),DPCP_CC_Twist (RNA),DPCP_CG_Twist (RNA),DPCP_CT_Twist (RNA),DPCP_GA_Twist (RNA),DPCP_GC_Twist (RNA),DPCP_GG_Twist (RNA),DPCP_GT_Twist (RNA),DPCP_TA_Twist (RNA),DPCP_TC_Twist (RNA),DPCP_TG_Twist (RNA),DPCP_TT_Twist (RNA)
A2_97,1.2720000000000002,0.0,0.726,0.12960000000000002,0.0,0.0,0.0,0.066,0.8111999999999999,0.0,0.1328,0.0,0.0,0.0676,0.0618,0.0,2.8000000000000003,0.0,1.87,0.284,0.0,0.0,0.0,0.17,2.256,0.0,0.484,0.0,0.0,0.188,0.198,0.0,-0.032,0.0,-0.0088,-0.0024,0.0,-0.0,0.0,-0.0008,0.016800000000000002,0.0,-0.0004,0.0,-0.0,0.0014000000000000002,0.0022,-0.0,-0.508,-0.0,-0.33,-0.054400000000000004,-0.0,-0.0,-0.0,-0.03,-0.408,-0.0,-0.0712,-0.0,-0.0,-0.034,-0.0292,-0.0,-0.32000000000000006,0.0,0.11,0.044000000000000004,0.0,0.0,-0.0,0.01,0.312,0.0,0.012,0.0,-0.0,0.026000000000000002,0.02,-0.0,12.4,0.0,6.6,1.32,0.0,0.0,0.0,0.6,7.68,0.0,1.28,0.0,0.0,0.64,0.62,0.0
A2_98,1.2084000000000001,0.0,0.726,0.12960000000000002,0.0,0.0,0.0,0.066,0.8111999999999999,0.0,0.1328,0.0,0.0,0.0676,0.0618,0.0636,2.66,0.0,1.87,0.284,0.0,0.0,0.0,0.17,2.256,0.0,0.484,0.0,0.0,0.188,0.198,0.14,-0.0304,0.0,-0.0088,-0.0024,0.0,-0.0,0.0,-0.0008,0.016800000000000002,0.0,-0.0004,0.0,-0.0,0.0014000000000000002,0.0022,-0.0016,-0.48260000000000003,-0.0,-0.33,-0.054400000000000004,-0.0,-0.0,-0.0,-0.03,-0.408,-0.0,-0.0712,-0.0,-0.0,-0.034,-0.0292,-0.025400000000000002,-0.30400000000000005,0.0,0.11,0.044000000000000004,0.0,0.0,-0.0,0.01,0.312,0.0,0.012,0.0,-0.0,0.026000000000000002,0.02,-0.016,11.78,0.0,6.6,1.32,0.0,0.0,0.0,0.6,7.68,0.0,1.28,0.0,0.0,0.64,0.62,0.62
A2_99,1.2084000000000001,0.0,0.66,0.12960000000000002,0.0,0.0,0.0,0.066,0.8111999999999999,0.0,0.1328,0.0,0.0,0.1352,0.0618,0.0636,2.66,0.0,1.7000000000000002,0.284,0.0,0.0,0.0,0.17,2.256,0.0,0.484,0.0,0.0,0.376,0.198,0.14,-0.0304,0.0,-0.008,-0.0024,0.0,-0.0,0.0,-0.0008,0.016800000000000002,0.0,-0.0004,0.0,-0.0,0.0028000000000000004,0.0022,-0.0016,-0.48260000000000003,-0.0,-0.30000000000000004,-0.054400000000000004,-0.0,-0.0,-0.0,-0.03,-0.408,-0.0,-0.0712,-0.0,-0.0,-0.068,-0.0292,-0.025400000000000002,-0.30400000000000005,0.0,0.1,0.044000000000000004,0.0,0.0,-0.0,0.01,0.312,0.0,0.012,0.0,-0.0,0.052000000000000005,0.02,-0.016,11.78,0.0,6.0,1.32,0.0,0.0,0.0,0.6,7.68,0.0,1.28,0.0,0.0,1.28,0.62,0.62
A2_101,1.2084000000000001,0.0,0.66,0.12960000000000002,0.0618,0.0,0.0,0.066,0.7435999999999999,0.0,0.1328,0.0,0.0,0.1352,0.0618,0.0636,2.66,0.0,1.7000000000000002,0.284,0.198,0.0,0.0,0.17,2.068,0.0,0.484,0.0,0.0,0.376,0.198,0.14,-0.0304,0.0,-0.008,-0.0024,0.0022,-0.0,0.0,-0.0008,0.015400000000000002,0.0,-0.0004,0.0,-0.0,0.0028000000000000004,0.0022,-0.0016,-0.48260000000000003,-0.0,-0.30000000000000004,-0.054400000000000004,-0.0292,-0.0,-0.0,-0.03,-0.374,-0.0,-0.0712,-0.0,-0.0,-0.068,-0.0292,-0.025400000000000002,-0.30400000000000005,0.0,0.1,0.044000000000000004,0.02,0.0,-0.0,0.01,0.28600000000000003,0.0,0.012,0.0,-0.0,0.052000000000000005,0.02,-0.016,11.78,0.0,6.0,1.32,0.62,0.0,0.0,0.6,7.04,0.0,1.28,0.0,0.0,1.28,0.62,0.62
A2_102,1.2084000000000001,0.0,0.66,0.12960000000000002,0.0618,0.0,0.0,0.066,0.676,0.0,0.1992,0.0,0.0,0.1352,0.0618,0.0636,2.66,0.0,1.7000000000000002,0.284,0.198,0.0,0.0,0.17,1.8800000000000001,0.0,0.726,0.0,0.0,0.376,0.198,0.14,-0.0304,0.0,-0.008,-0.0024,0.0022,-0.0,0.0,-0.0008,0.014000000000000002,0.0,-0.0006,0.0,-0.0,0.0028000000000000004,0.0022,-0.0016,-0.48260000000000003,-0.0,-0.30000000000000004,-0.054400000000000004,-0.0292,-0.0,-0.0,-0.03,-0.34,-0.0,-0.10679999999999999,-0.0,-0.0,-0.068,-0.0292,-0.025400000000000002,-0.30400000000000005,0.0,0.1,0.044000000000000004,0.02,0.0,-0.0,0.01,0.26,0.0,0.018,0.0,-0.0,0.052000000000000005,0.02,-0.016,11.78,0.0,6.0,1.32,0.62,0.0,0.0,0.6,6.4,0.0,1.92,0.0,0.0,1.28,0.62,0.62
A2_103,1.2084000000000001,0.0,0.594,0.12960000000000002,0.0618,0.0,0.0,0.066,0.7435999999999999,0.0,0.1992,0.0,0.0,0.1352,0.0618,0.0636,2.66,0.0,1.53,0.284,0.198,0.0,0.0,0.17,2.068,0.0,0.726,0.0,0.0,0.376,0.198,0.14,-0.0304,0.0,-0.0072,-0.0024,0.0022,-0.0,0.0,-0.0008,0.015400000000000002,0.0,-0.0006,0.0,-0.0,0.0028000000000000004,0.0022,-0.0016,-0.48260000000000003,-0.0,-0.27,-0.054400000000000004,-0.0292,-0.0,-0.0,-0.03,-0.374,-0.0,-0.10679999999999999,-0.0,-0.0,-0.068,-0.0292,-0.025400000000000002,-0.30400000000000005,0.0,0.09,0.044000000000000004,0.02,0.0,-0.0,0.01,0.28600000000000003,0.0,0.018,0.0,-0.0,0.052000000000000005,0.02,-0.016,11.78,0.0,5.3999999999999995,1.32,0.62,0.0,0.0,0.6,7.04,0.0,1.92,0.0,0.0,1.28,0.62,0.62
A2_105,1.2084000000000001,0.06480000000000001,0.594,0.12960000000000002,0.0618,0.0,0.0,0.132,0.676,0.0,0.1328,0.0,0.0,0.1352,0.0618,0.0636,2.66,0.096,1.53,0.284,0.198,0.0,0.0,0.34,1.8800000000000001,0.0,0.484,0.0,0.0,0.376,0.198,0.14,-0.0304,0.0046,-0.0072,-0.0024,0.0022,-0.0,0.0,-0.0016,0.014000000000000002,0.0,-0.0004,0.0,-0.0,0.0028000000000000004,0.0022,-0.0016,-0.48260000000000003,-0.0286,-0.27,-0.054400000000000004,-0.0292,-0.0,-0.0,-0.06,-0.34,-0.0,-0.0712,-0.0,-0.0,-0.068,-0.0292,-0.025400000000000002,-0.30400000000000005,0.016,0.09,0.044000000000000004,0.02,0.0,-0.0,0.02,0.26,0.0,0.012,0.0,-0.0,0.052000000000000005,0.02,-0.016,11.78,0.64,5.3999999999999995,1.32,0.62,0.0,0.0,1.2,6.4,0.0,1.28,0.0,0.0,1.28,0.62,0.62
A2_106,1.1448,0.06480000000000001,0.594,0.12960000000000002,0.0618,0.0,0.0,0.132,0.676,0.0,0.1328,0.0,0.0652,0.1352,0.0618,0.0636,2.52,0.096,1.53,0.284,0.198,0.0,0.0,0.34,1.8800000000000001,0.0,0.484,0.0,0.214,0.376,0.198,0.14,-0.0288,0.0046,-0.0072,-0.0024,0.0022,-0.0,0.0,-0.0016,0.014000000000000002,0.0,-0.0004,0.0,-0.0004,0.0028000000000000004,0.0022,-0.0016,-0.4572,-0.0286,-0.27,-0.054400000000000004,-0.0292,-0.0,-0.0,-0.06,-0.34,-0.0,-0.0712,-0.0,-0.028999999999999998,-0.068,-0.0292,-0.025400000000000002,-0.288,0.016,0.09,0.044000000000000004,0.02,0.0,-0.0,0.02,0.26,0.0,0.012,0.0,-0.004,0.052000000000000005,0.02,-0.016,11.16,0.64,5.3999999999999995,1.32,0.62,0.0,0.0,1.2,6.4,0.0,1.28,0.0,0.64,1.28,0.62,0.62
A2_107,1.0812000000000002,0.06480000000000001,0.66,0.12960000000000002,0.0618,0.0,0.0,0.132,0.676,0.0,0.1328,0.0,0.0652,0.1352,0.0618,0.0636,2.3800000000000003,0.096,1.7000000000000002,0.284,0.198,0.0,0.0,0.34,1.8800000000000001,0.0,0.484,0.0,0.214,0.376,0.198,0.14,-0.027200000000000002,0.0046,-0.008,-0.0024,0.0022,-0.0,0.0,-0.0016,0.014000000000000002,0.0,-0.0004,0.0,-0.0004,0.0028000000000000004,0.0022,-0.0016,-0.4318,-0.0286,-0.30000000000000004,-0.054400000000000004,-0.0292,-0.0,-0.0,-0.06,-0.34,-0.0,-0.0712,-0.0,-0.028999999999999998,-0.068,-0.0292,-0.025400000000000002,-0.272,0.016,0.1,0.044000000000000004,0.02,0.0,-0.0,0.02,0.26,0.0,0.012,0.0,-0.004,0.052000000000000005,0.02,-0.016,10.540000000000001,0.64,6.0,1.32,0.62,0.0,0.0,1.2,6.4,0.0,1.28,0.0,0.64,1.28,0.62,0.62
A2_109,1.0812000000000002,0.06480000000000001,0.594,0.19440000000000002,0.0618,0.0,0.0,0.132,0.676,0.0,0.1328,0.0,0.0652,0.1352,0.0618,0.0636,2.3800000000000003,0.096,1.53,0.426,0.198,0.0,0.0,0.34,1.8800000000000001,0.0,0.484,0.0,0.214,0.376,0.198,0.14,-0.027200000000000002,0.0046,-0.0072,-0.0036,0.0022,-0.0,0.0,-0.0016,0.014000000000000002,0.0,-0.0004,0.0,-0.0004,0.0028000000000000004,0.0022,-0.0016,-0.4318,-0.0286,-0.27,-0.0816,-0.0292,-0.0,-0.0,-0.06,-0.34,-0.0,-0.0712,-0.0,-0.028999999999999998,-0.068,-0.0292,-0.025400000000000002,-0.272,0.016,0.09,0.066,0.02,0.0,-0.0,0.02,0.26,0.0,0.012,0.0,-0.004,0.052000000000000005,0.02,-0.016,10.540000000000001,0.64,5.3999999999999995,1.98,0.62,0.0,0.0,1.2,6.4,0.0,1.28,0.0,0.64,1.28,0.62,0.62
A2_110,1.0176,0.06480000000000001,0.594,0.19440000000000002,0.0618,0.0,0.0,0.132,0.676,0.0,0.1328,0.0,0.0652,0.20279999999999998,0.0618,0.0636,2.24,0.096,1.53,0.426,0.198,0.0,0.0,0.34,1.8800000000000001,0.0,0.484,0.0,0.214,0.564,0.198,0.14,-0.0256,0.0046,-0.0072,-0.0036,0.0022,-0.0,0.0,-0.0016,0.014000000000000002,0.0,-0.0004,0.0,-0.0004,0.004200000000000001,0.0022,-0.0016,-0.40640000000000004,-0.0286,-0.27,-0.0816,-0.0292,-0.0,-0.0,-0.06,-0.34,-0.0,-0.0712,-0.0,-0.028999999999999998,-0.102,-0.0292,-0.025400000000000002,-0.256,0.016,0.09,0.066,0.02,0.0,-0.0,0.02,0.26,0.0,0.012,0.0,-0.004,0.078,0.02,-0.016,9.92,0.64,5.3999999999999995,1.98,0.62,0.0,0.0,1.2,6.4,0.0,1.28,0.0,0.64,1.92,0.62,0.62
A2_111,0.954,0.06480000000000001,0.594,0.19440000000000002,0.0618,0.0,0.0,0.19799999999999998,0.676,0.0,0.1328,0.0,0.0652,0.20279999999999998,0.0618,0.0636,2.1,0.096,1.53,0.426,0.198,0.0,0.0,0.51,1.8800000000000001,0.0,0.484,0.0,0.214,0.564,0.198,0.14,-0.024,0.0046,-0.0072,-0.0036,0.0022,-0.0,0.0,-0.0024,0.014000000000000002,0.0,-0.0004,0.0,-0.0004,0.004200000000000001,0.0022,-0.0016,-0.381,-0.0286,-0.27,-0.0816,-0.0292,-0.0,-0.0,-0.09,-0.34,-0.0,-0.0712,-0.0,-0.028999999999999998,-0.102,-0.0292,-0.025400000000000002,-0.24,0.016,0.09,0.066,0.02,0.0,-0.0,0.03,0.26,0.0,0.012,0.0,-0.004,0.078,0.02,-0.016,9.299999999999999,0.64,5.3999999999999995,1.98,0.62,0.0,0.0,1.7999999999999998,6.4,0.0,1.28,0.0,0.64,1.92,0.62,0.62
A2_113,1.0176,0.06480000000000001,0.528,0.19440000000000002,0.0618,0.0,0.0,0.19799999999999998,0.676,0.0,0.0664,0.0,0.1304,0.20279999999999998,0.0618,0.0636,2.24,0.096,1.36,0.426,0.198,0.0,0.0,0.51,1.8800000000000001,0.0,0.242,0.0,0.428,0.564,0.198,0.14,-0.0256,0.0046,-0.0064,-0.0036,0.0022,-0.0,0.0,-0.0024,0.014000000000000002,0.0,-0.0002,0.0,-0.0008,0.004200000000000001,0.0022,-0.0016,-0.40640000000000004,-0.0286,-0.24,-0.0816,-0.0292,-0.0,-0.0,-0.09,-0.34,-0.0,-0.0356,-0.0,-0.057999999999999996,-0.102,-0.0292,-0.025400000000000002,-0.256,0.016,0.08,0.066,0.02,0.0,-0.0,0.03,0.26,0.0,0.006,0.0,-0.008,0.078,0.02,-0.016,9.92,0.64,4.8,1.98,0.62,0.0,0.0,1.7999999999999998,6.4,0.0,0.64,0.0,1.28,1.92,0.62,0.62
A2_114,1.0812000000000002,0.06480000000000001,0.528,0.19440000000000002,0.0618,0.0,0.0,0.19799999999999998,0.6083999999999999,0.0,0.0664,0.0,0.1304,0.20279999999999998,0.0618,0.0636,2.3800000000000003,0.096,1.36,0.426,0.198,0.0,0.0,0.51,1.692,0.0,0.242,0.0,0.428,0.564,0.198,0.14,-0.027200000000000002,0.0046,-0.0064,-0.0036,0.0022,-0.0,0.0,-0.0024,0.0126,0.0,-0.0002,0.0,-0.0008,0.004200000000000001,0.0022,-0.0016,-0.4318,-0.0286,-0.24,-0.0816,-0.0292,-0.0,-0.0,-0.09,-0.306,-0.0,-0.0356,-0.0,-0.057999999999999996,-0.102,-0.0292,-0.025400000000000002,-0.272,0.016,0.08,0.066,0.02,0.0,-0.0,0.03,0.23399999999999999,0.0,0.006,0.0,-0.008,0.078,0.02,-0.016,10.540000000000001,0.64,4.8,1.98,0.62,0.0,0.0,1.7999999999999998,5.76,0.0,0.64,0.0,1.28,1.92,0.62,0.62
A2_115,1.0812000000000002,0.06480000000000001,0.528,0.19440000000000002,0.0618,0.0,0.0,0.19799999999999998,0.6083999999999999,0.0,0.0664,0.0,0.1304,0.20279999999999998,0.0618,0.0636,2.3800000000000003,0.096,1.36,0.426,0.198,0.0,0.0,0.51,1.692,0.0,0.242,0.0,0.428,0.564,0.198,0.14,-0.027200000000000002,0.0046,-0.0064,-0.0036,0.0022,-0.0,0.0,-0.0024,0.0126,0.0,-0.0002,0.0,-0.0008,0.004200000000000001,0.0022,-0.0016,-0.4318,-0.0286,-0.24,-0.0816,-0.0292,-0.0,-0.0,-0.09,-0.306,-0.0,-0.0356,-0.0,-0.057999999999999996,-0.102,-0.0292,-0.025400000000000002,-0.272,0.016,0.08,0.066,0.02,0.0,-0.0,0.03,0.23399999999999999,0.0,0.006,0.0,-0.008,0.078,0.02,-0.016,10.540000000000001,0.64,4.8,1.98,0.62,0.0,0.0,1.7999999999999998,5.76,0.0,0.64,0.0,1.28,1.92,0.62,0.62
A2_120,0.954,0.06480000000000001,0.462,0.32400000000000007,0.0618,0.0,0.0,0.19799999999999998,0.5408,0.0,0.0664,0.0,0.2608,0.20279999999999998,0.0618,0.0636,2.1,0.096,1.1900000000000002,0.71,0.198,0.0,0.0,0.51,1.504,0.0,0.242,0.0,0.856,0.564,0.198,0.14,-0.024,0.0046,-0.005600000000000001,-0.006,0.0022,-0.0,0.0,-0.0024,0.011200000000000002,0.0,-0.0002,0.0,-0.0016,0.004200000000000001,0.0022,-0.0016,-0.381,-0.0286,-0.21000000000000002,-0.136,-0.0292,-0.0,-0.0,-0.09,-0.272,-0.0,-0.0356,-0.0,-0.11599999999999999,-0.102,-0.0292,-0.025400000000000002,-0.24,0.016,0.07,0.11000000000000001,0.02,0.0,-0.0,0.03,0.20800000000000002,0.0,0.006,0.0,-0.016,0.078,0.02,-0.016,9.299999999999999,0.64,4.2,3.3000000000000003,0.62,0.0,0.0,1.7999999999999998,5.12,0.0,0.64,0.0,2.56,1.92,0.62,0.62
A2_121,1.0176,0.06480000000000001,0.39599999999999996,0.32400000000000007,0.0618,0.0,0.0,0.19799999999999998,0.5408,0.0,0.0664,0.0,0.2608,0.20279999999999998,0.0618,0.0636,2.24,0.096,1.02,0.71,0.198,0.0,0.0,0.51,1.504,0.0,0.242,0.0,0.856,0.564,0.198,0.14,-0.0256,0.0046,-0.0048,-0.006,0.0022,-0.0,0.0,-0.0024,0.011200000000000002,0.0,-0.0002,0.0,-0.0016,0.004200000000000001,0.0022,-0.0016,-0.40640000000000004,-0.0286,-0.18,-0.136,-0.0292,-0.0,-0.0,-0.09,-0.272,-0.0,-0.0356,-0.0,-0.11599999999999999,-0.102,-0.0292,-0.025400000000000002,-0.256,0.016,0.06,0.11000000000000001,0.02,0.0,-0.0,0.03,0.20800000000000002,0.0,0.006,0.0,-0.016,0.078,0.02,-0.016,9.92,0.64,3.5999999999999996,3.3000000000000003,0.62,0.0,0.0,1.7999999999999998,5.12,0.0,0.64,0.0,2.56,1.92,0.62,0.62
A2_125,1.0812000000000002,0.06480000000000001,0.33,0.38880000000000003,0.0618,0.0,0.0,0.19799999999999998,0.4732,0.0,0.0664,0.0,0.2608,0.20279999999999998,0.0618,0.0636,2.3800000000000003,0.096,0.8500000000000001,0.852,0.198,0.0,0.0,0.51,1.3160000000000003,0.0,0.242,0.0,0.856,0.564,0.198,0.14,-0.027200000000000002,0.0046,-0.004,-0.0072,0.0022,-0.0,0.0,-0.0024,0.009800000000000001,0.0,-0.0002,0.0,-0.0016,0.004200000000000001,0.0022,-0.0016,-0.4318,-0.0286,-0.15000000000000002,-0.1632,-0.0292,-0.0,-0.0,-0.09,-0.23800000000000002,-0.0,-0.0356,-0.0,-0.11599999999999999,-0.102,-0.0292,-0.025400000000000002,-0.272,0.016,0.05,0.132,0.02,0.0,-0.0,0.03,0.18200000000000002,0.0,0.006,0.0,-0.016,0.078,0.02,-0.016,10.540000000000001,0.64,3.0,3.96,0.62,0.0,0.0,1.7999999999999998,4.48,0.0,0.64,0.0,2.56,1.92,0.62,0.62
A2_128,0.954,0.06480000000000001,0.39599999999999996,0.38880000000000003,0.1236,0.0,0.0,0.19799999999999998,0.40559999999999996,0.0,0.0664,0.0,0.2608,0.2704,0.0618,0.0636,2.1,0.096,1.02,0.852,0.396,0.0,0.0,0.51,1.128,0.0,0.242,0.0,0.856,0.752,0.198,0.14,-0.024,0.0046,-0.0048,-0.0072,0.0044,-0.0,0.0,-0.0024,0.008400000000000001,0.0,-0.0002,0.0,-0.0016,0.005600000000000001,0.0022,-0.0016,-0.381,-0.0286,-0.18,-0.1632,-0.0584,-0.0,-0.0,-0.09,-0.204,-0.0,-0.0356,-0.0,-0.11599999999999999,-0.136,-0.0292,-0.025400000000000002,-0.24,0.016,0.06,0.132,0.04,0.0,-0.0,0.03,0.156,0.0,0.006,0.0,-0.016,0.10400000000000001,0.02,-0.016,9.299999999999999,0.64,3.5999999999999996,3.96,1.24,0.0,0.0,1.7999999999999998,3.84,0.0,0.64,0.0,2.56,2.56,0.62,0.62
A2_131,0.8904000000000001,0.06480000000000001,0.33,0.38880000000000003,0.1236,0.0,0.066,0.19799999999999998,0.338,0.0,0.0664,0.06480000000000001,0.2608,0.338,0.0618,0.0636,1.9600000000000002,0.096,0.8500000000000001,0.852,0.396,0.0,0.242,0.51,0.9400000000000001,0.0,0.242,0.096,0.856,0.9400000000000001,0.198,0.14,-0.022400000000000003,0.0046,-0.004,-0.0072,0.0044,-0.0,0.006,-0.0024,0.007000000000000001,0.0,-0.0002,0.0046,-0.0016,0.007000000000000001,0.0022,-0.0016,-0.3556,-0.0286,-0.15000000000000002,-0.1632,-0.0584,-0.0,-0.0378,-0.09,-0.17,-0.0,-0.0356,-0.0286,-0.11599999999999999,-0.17,-0.0292,-0.025400000000000002,-0.22400000000000003,0.016,0.05,0.132,0.04,0.0,-0.002,0.03,0.13,0.0,0.006,0.016,-0.016,0.13,0.02,-0.016,8.680000000000001,0.64,3.0,3.96,1.24,0.0,0.54,1.7999999999999998,3.2,0.0,0.64,0.64,2.56,3.2,0.62,0.62
A2_133,0.8268000000000001,0.06480000000000001,0.264,0.38880000000000003,0.1236,0.0,0.066,0.19799999999999998,0.338,0.0,0.1992,0.06480000000000001,0.2608,0.338,0.0618,0.0636,1.82,0.096,0.68,0.852,0.396,0.0,0.242,0.51,0.9400000000000001,0.0,0.726,0.096,0.856,0.9400000000000001,0.198,0.14,-0.020800000000000003,0.0046,-0.0032,-0.0072,0.0044,-0.0,0.006,-0.0024,0.007000000000000001,0.0,-0.0006,0.0046,-0.0016,0.007000000000000001,0.0022,-0.0016,-0.3302,-0.0286,-0.12,-0.1632,-0.0584,-0.0,-0.0378,-0.09,-0.17,-0.0,-0.10679999999999999,-0.0286,-0.11599999999999999,-0.17,-0.0292,-0.025400000000000002,-0.20800000000000002,0.016,0.04,0.132,0.04,0.0,-0.002,0.03,0.13,0.0,0.018,0.016,-0.016,0.13,0.02,-0.016,8.06,0.64,2.4,3.96,1.24,0.0,0.54,1.7999999999999998,3.2,0.0,1.92,0.64,2.56,3.2,0.62,0.62
A2_137,0.6996,0.06480000000000001,0.19799999999999998,0.38880000000000003,0.1236,0.0,0.132,0.19799999999999998,0.2704,0.0644,0.1992,0.12960000000000002,0.2608,0.338,0.1236,0.0636,1.54,0.096,0.51,0.852,0.396,0.0,0.484,0.51,0.752,0.122,0.726,0.192,0.856,0.9400000000000001,0.396,0.14,-0.0176,0.0046,-0.0024,-0.0072,0.0044,-0.0,0.012,-0.0024,0.005600000000000001,0.0014000000000000002,-0.0006,0.0092,-0.0016,0.007000000000000001,0.0044,-0.0016,-0.2794,-0.0286,-0.09,-0.1632,-0.0584,-0.0,-0.0756,-0.09,-0.136,-0.0278,-0.10679999999999999,-0.0572,-0.11599999999999999,-0.17,-0.0584,-0.025400000000000002,-0.17600000000000002,0.016,0.03,0.132,0.04,0.0,-0.004,0.03,0.10400000000000001,0.0,0.018,0.032,-0.016,0.13,0.04,-0.016,6.82,0.64,1.7999999999999998,3.96,1.24,0.0,1.08,1.7999999999999998,2.56,0.7000000000000001,1.92,1.28,2.56,3.2,1.24,0.62
A2_138,0.6996,0.06480000000000001,0.19799999999999998,0.38880000000000003,0.1236,0.0,0.132,0.19799999999999998,0.20279999999999998,0.0644,0.2656,0.12960000000000002,0.2608,0.338,0.1236,0.0636,1.54,0.096,0.51,0.852,0.396,0.0,0.484,0.51,0.564,0.122,0.968,0.192,0.856,0.9400000000000001,0.396,0.14,-0.0176,0.0046,-0.0024,-0.0072,0.0044,-0.0,0.012,-0.0024,0.004200000000000001,0.0014000000000000002,-0.0008,0.0092,-0.0016,0.007000000000000001,0.0044,-0.0016,-0.2794,-0.0286,-0.09,-0.1632,-0.0584,-0.0,-0.0756,-0.09,-0.102,-0.0278,-0.1424,-0.0572,-0.11599999999999999,-0.17,-0.0584,-0.025400000000000002,-0.17600000000000002,0.016,0.03,0.132,0.04,0.0,-0.004,0.03,0.078,0.0,0.024,0.032,-0.016,0.13,0.04,-0.016,6.82,0.64,1.7999999999999998,3.96,1.24,0.0,1.08,1.7999999999999998,1.92,0.7000000000000001,2.56,1.28,2.56,3.2,1.24,0.62
A2_139,0.6360000000000001,0.06480000000000001,0.19799999999999998,0.38880000000000003,0.1236,0.0,0.132,0.19799999999999998,0.20279999999999998,0.0644,0.2656,0.19440000000000002,0.2608,0.338,0.1236,0.0636,1.4000000000000001,0.096,0.51,0.852,0.396,0.0,0.484,0.51,0.564,0.122,0.968,0.288,0.856,0.9400000000000001,0.396,0.14,-0.016,0.0046,-0.0024,-0.0072,0.0044,-0.0,0.012,-0.0024,0.004200000000000001,0.0014000000000000002,-0.0008,0.0138,-0.0016,0.007000000000000001,0.0044,-0.0016,-0.254,-0.0286,-0.09,-0.1632,-0.0584,-0.0,-0.0756,-0.09,-0.102,-0.0278,-0.1424,-0.08579999999999999,-0.11599999999999999,-0.17,-0.0584,-0.025400000000000002,-0.16000000000000003,0.016,0.03,0.132,0.04,0.0,-0.004,0.03,0.078,0.0,0.024,0.048,-0.016,0.13,0.04,-0.016,6.2,0.64,1.7999999999999998,3.96,1.24,0.0,1.08,1.7999999999999998,1.92,0.7000000000000001,2.56,1.92,2.56,3.2,1.24,0.62
